ID,GENDER,SENIORCITIZEN,PARTNER,DEPENDENTS,TENURE,PHONESERVICE,MULTIPLELINES,INTERNETSERVICE,ONLINESECURITY,ONLINEBACKUP,DEVICEPROTECTION,TECHSUPPORT,STREAMINGTV,STREAMINGMOVIES,CONTRACT,PAPERLESSBILLING,PAYMENTMETHOD,MONTHLYCHARGES,TOTALCHARGES,CHURN
5317,Male,0.0,No,No,7.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),58.17,272.22,No
9140,Female,0.0,Yes,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.38,66.28,No
6058,Male,1.0,No,No,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),168.72,5125.62,No
1460,Male,0.0,Yes,Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.75,6443.45,Yes
5565,Male,0.0,Yes,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,204.65,2291.8,Yes
6583,Female,1.0,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),169.18,5764.48,No
3187,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.17,51.17,Yes
5638,Male,0.0,Yes,No,58.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),31.18,3534.68,Yes
9370,Female,0.0,No,Yes,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39.16,409.86,Yes
3031,Male,1.0,No,No,71.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,149.66,4078.56,No
5957,Female,0.0,Yes,Yes,64.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,85.6,5973.5,No
7319,Male,0.0,No,No,31.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,28.15,2376.8,No
9592,Female,1.0,Yes,No,25.0,Yes,No,Fiber optic,No,Yes,Yes,No,,Yes,Month-to-month,No,Bank transfer (automatic),1.85,2104.6,No
7027,Female,0.0,No,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.87,5061.72,No
3469,Male,1.0,Yes,No,41.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15.93,2177.38,No
3706,Female,0.0,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),15.22,522.82,No
7313,Female,0.0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,288.7,8670.5,No
2573,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,260.1,260.1,Yes
3683,Male,1.0,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.28,7057.68,No
7222,Male,0.0,Yes,No,9.0,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.61,281.31,Yes
7718,Male,0.0,Yes,No,44.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),182.41,4065.91,No
4207,Female,0.0,No,No,10.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,66.16,338.31,No
1542,Female,0.0,No,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,47.32,434.57,No
8335,Female,0.0,No,No,45.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.26,3626.31,No
9333,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.43,80.43,Yes
3892,,0.0,No,Yes,19.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,42.37,1279.57,No
6820,Male,0.0,Yes,Yes,66.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),85.41,3737.06,No
4017,Female,0.0,Yes,Yes,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2.61,686.31,No
5367,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,107.26,107.26,Yes
9086,Male,0.0,No,No,46.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.32,3217.92,No
5701,Male,1.0,Yes,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,194.22,781.42,Yes
7647,Female,0.0,Yes,No,43.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),81.62,2924.97,No
5013,Female,0.0,Yes,Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),296.79,8078.69,No
1655,Female,0.0,Yes,Yes,5.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,215.58,581.48,Yes
9863,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.95,30.95,No
5646,Female,1.0,No,No,4.0,Yes,No,Fiber optic,,Yes,No,No,No,No,Month-to-month,No,Electronic check,191.41,436.41,No
1216,Female,0.0,Yes,Yes,33.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,228.83,3259.53,Yes
8085,Female,1.0,Yes,No,37.0,Yes,,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,46.54,3328.29,No
3951,Female,0.0,No,No,68.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,93.38,3726.68,No
2757,Male,1.0,Yes,No,14.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.03,233.03,No
7770,Male,0.0,No,No,23.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.81,481.86,No
6087,Female,0.0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),,5443.84,No
6282,Male,0.0,No,No,4.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.5,338.55,No
3530,Female,1.0,No,No,28.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),175.59,1978.74,No
3432,Female,1.0,Yes,No,48.0,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),28.1,2758.85,No
1449,Male,0.0,No,No,9.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),184.82,916.37,No
9435,Male,0.0,No,No,37.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),77.25,2325.45,No
3666,Female,1.0,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,40.93,4688.43,No
5720,Male,0.0,Yes,Yes,60.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,No,Credit card (automatic),50.06,1532.51,No
7235,Female,0.0,No,No,13.0,Yes,No,Fiber optic,No,Yes,No,No,,No,One year,Yes,Mailed check,211.67,1103.27,No
6078,Female,1.0,Yes,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,31.67,1891.87,Yes
3523,Female,0.0,Yes,Yes,70.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),53.56,4856.71,No
4722,Female,0.0,Yes,Yes,70.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.77,5748.22,No
9690,Male,0.0,No,No,9.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.02,578.42,No
9889,Male,0.0,Yes,Yes,59.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,2.45,1947.95,No
6193,Male,0.0,No,No,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),98.7,6744.6,No
8305,Male,0.0,Yes,No,23.0,,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.3,1371.35,No
5443,Male,0.0,Yes,Yes,33.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,97.39,2428.54,Yes
4349,Female,0.0,No,No,36.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,,2689.25,No
8316,Female,0.0,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,11.68,936.83,No
1966,Male,1.0,Yes,Yes,29.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,9.29,2870.14,No
3505,Female,0.0,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,122.23,344.13,Yes
3296,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,16.79,16.79,No
9724,Female,1.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),127.11,6486.41,No
5768,Female,0.0,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.72,1056.77,No
3322,Female,1.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17.07,85.77,Yes
1710,Male,0.0,No,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.67,261.52,No
1616,Female,0.0,No,No,5.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),145.61,390.21,No
7093,Male,0.0,Yes,Yes,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),7.1,1700.85,No
5654,Female,0.0,No,Yes,16.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),116.7,1301.4,No
1880,Male,1.0,Yes,No,41.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,136.52,4296.02,Yes
7058,Male,0.0,No,No,17.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),255.68,1776.93,No
4217,Female,1.0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),309.19,7833.29,No
4448,Female,1.0,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),114.63,4313.53,No
7852,Female,0.0,Yes,Yes,24.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),122.57,1890.62,No
1183,Female,0.0,No,Yes,4.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),228.01,477.51,Yes
3125,Male,1.0,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,120.52,120.52,No
1120,Female,0.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.5,108.55,Yes
3807,Male,1.0,No,No,52.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,228.11,5949.36,No
5561,Male,0.0,No,Yes,60.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1.79,1171.74,No
8256,Male,0.0,No,No,57.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.82,3205.07,No
5804,Female,1.0,Yes,Yes,40.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),151.53,3697.43,Yes
5736,Male,0.0,Yes,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.26,90.86,Yes
7360,Female,0.0,No,No,54.0,Yes,Yes,,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),238.53,5265.53,No
5813,Male,0.0,No,Yes,12.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,7.35,775.0,No
4108,Male,1.0,Yes,No,49.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),215.29,4672.49,Yes
2667,Male,0.0,Yes,No,68.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,197.79,6851.84,No
9562,Male,1.0,No,No,57.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),131.49,5940.54,No
8765,Female,0.0,Yes,Yes,41.0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),93.61,3206.56,No
1794,Female,1.0,Yes,No,12.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24.2,888.85,No
4607,Male,0.0,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,167.86,2592.36,No
1095,Female,0.0,No,No,58.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,119.57,5841.97,No
3761,Female,0.0,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,121.62,5143.17,Yes
6055,Male,0.0,No,No,18.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.15,1347.6,No
3635,Male,0.0,No,No,1.0,Yes,No,DSL,Yes,No,No,,No,No,Month-to-month,Yes,Mailed check,110.41,110.41,No
6471,Male,0.0,No,Yes,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.37,81.17,No
5861,Female,1.0,Yes,No,71.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),199.98,7994.53,No
5715,Female,0.0,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.8,6987.95,Yes
2408,Female,0.0,Yes,Yes,35.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.99,876.79,No
6885,Female,0.0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,16.46,861.41,No
1830,Female,0.0,No,No,53.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,11.86,5336.61,No
2728,Male,0.0,Yes,Yes,28.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),141.21,2816.66,No
3627,Male,0.0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.23,145.93,No
4359,Male,0.0,Yes,Yes,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,16.59,650.79,No
1227,Male,0.0,Yes,Yes,69.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,7250.2,No
6342,Male,0.0,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.52,2028.42,Yes
7621,Female,0.0,Yes,Yes,16.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),15.61,1062.21,No
7501,Male,0.0,No,No,53.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),86.52,3970.87,No
7433,Female,0.0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.24,207.74,No
4732,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.17,32.17,No
7887,Male,0.0,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,132.33,2958.23,No
3573,Female,0.0,Yes,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.98,614.88,No
5355,Male,1.0,No,No,21.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),121.77,1297.87,Yes
1366,Male,0.0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.54,1507.94,No
4377,Male,0.0,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,Yes,,No,Month-to-month,Yes,Electronic check,109.0,1197.45,Yes
5491,Female,0.0,No,No,47.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.52,3565.17,No
3518,Male,0.0,Yes,Yes,44.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,15.38,1004.13,No
4288,Female,0.0,Yes,Yes,10.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,191.02,1031.62,No
2054,Male,0.0,Yes,Yes,42.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),90.18,2789.83,No
9953,Female,1.0,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,8.11,533.41,No
4515,Female,1.0,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,262.3,6470.35,No
9113,Male,0.0,Yes,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.23,512.33,No
3040,Male,0.0,Yes,Yes,20.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,255.83,1942.18,Yes
5874,Male,0.0,No,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),7.21,1516.96,No
1344,,0.0,Yes,No,30.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.1,1514.0,No
5959,Female,0.0,Yes,Yes,10.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,126.82,720.97,No
9890,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),11.56,11.56,No
7631,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,34.68,34.68,Yes
4299,Female,0.0,No,Yes,26.0,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,71.33,1172.53,No
4883,Male,0.0,Yes,Yes,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.41,4640.86,No
5885,Female,0.0,No,No,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),51.42,1881.77,No
8475,Female,0.0,Yes,No,32.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),132.13,2381.33,No
4555,Female,0.0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.67,65.72,No
